,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
326,1467,AKZOINDIA-EQ,AKZOINDIA,,-1.000000,1,,NSE,5.000000
327,5751,SANSERA-EQ,SANSERA,,-1.000000,1,,NSE,5.000000
328,203,ASHAPURMIN-EQ,ASHAPURMIN,,-1.000000,1,,NSE,5.000000
329,937,ELGIEQUIP-EQ,ELGIEQUIP,,-1.000000,1,,NSE,5.000000
330,18102,KOTAKNIFTY-EQ,KOTAKNIFTY,,-1.000000,1,,NSE,1.000000
331,3530,AXISBPSETF-EQ,AXISBPSETF,,-1.000000,1,,NSE,1.000000
332,8632,KOTAKLOVOL-EQ,KOTAKLOVOL,,-1.000000,1,,NSE,1.000000
333,928,ELECTCAST-EQ,ELECTCAST,,-1.000000,1,,NSE,5.000000
334,11480,KRIDHANINF-EQ,KRIDHANINF,,-1.000000,1,,NSE,5.000000
335,20852,ZEELEARN-EQ,ZEELEARN,,-1.000000,1,,NSE,5.000000
336,3432,TATACONSUM-EQ,TATACONSUM,,-1.000000,1,,NSE,5.000000
337,11032,SANGINITA-EQ,SANGINITA,,-1.000000,1,,NSE,5.000000
338,628,CESC-EQ,CESC,,-1.000000,1,,NSE,5.000000
339,18226,MANINFRA-EQ,MANINFRA,,-1.000000,1,,NSE,5.000000
340,22433,HBANKETF-EQ,HBANKETF,,-1.000000,1,,NSE,1.000000
341,471,BINDALAGRO-EQ,BINDALAGRO,,-1.000000,1,,NSE,5.000000
342,2475,ONGC-EQ,ONGC,,-1.000000,1,,NSE,5.000000
343,184,TCPLPACK-EQ,TCPLPACK,,-1.000000,1,,NSE,5.000000
344,13528,GMRINFRA-EQ,GMRINFRA,,-1.000000,1,,NSE,5.000000
345,10738,OFSS-EQ,OFSS,,-1.000000,1,,NSE,5.000000
346,7862,GEPIL-EQ,GEPIL,,-1.000000,1,,NSE,5.000000
347,11852,SURYALAXMI-EQ,SURYALAXMI,,-1.000000,1,,NSE,5.000000
348,12978,NPBET-EQ,NPBET,,-1.000000,1,,NSE,1.000000
349,5373,DEVYANI-EQ,DEVYANI,,-1.000000,1,,NSE,5.000000
350,5186,STYLAMIND-EQ,STYLAMIND,,-1.000000,1,,NSE,5.000000
351,10768,OAL-EQ,OAL,,-1.000000,1,,NSE,5.000000
352,17527,MAHASTEEL-EQ,MAHASTEEL,,-1.000000,1,,NSE,5.000000
353,5610,ASTRAZEN-EQ,ASTRAZEN,,-1.000000,1,,NSE,5.000000
354,701,HEMIPROP-EQ,HEMIPROP,,-1.000000,1,,NSE,5.000000
355,17770,GROBTEA-EQ,GROBTEA,,-1.000000,1,,NSE,5.000000
356,10633,HDFCNIF100-EQ,HDFCNIF100,,-1.000000,1,,NSE,1.000000
357,1289,GFLLIMITED-EQ,GFLLIMITED,,-1.000000,1,,NSE,5.000000
358,11275,TVTODAY-EQ,TVTODAY,,-1.000000,1,,NSE,5.000000
359,715,CLNINDIA-EQ,CLNINDIA,,-1.000000,1,,NSE,5.000000
360,1964,TRENT-EQ,TRENT,,-1.000000,1,,NSE,5.000000
361,6600,GENUSPAPER-EQ,GENUSPAPER,,-1.000000,1,,NSE,5.000000
362,4172,TCNSBRANDS-EQ,TCNSBRANDS,,-1.000000,1,,NSE,5.000000
363,20825,HUDCO-EQ,HUDCO,,-1.000000,1,,NSE,5.000000
364,29733,NIBL-EQ,NIBL,,-1.000000,1,,NSE,5.000000
365,18866,MAZDA-EQ,MAZDA,,-1.000000,1,,NSE,5.000000
366,16639,KIRIINDUS-EQ,KIRIINDUS,,-1.000000,1,,NSE,5.000000
367,14761,NELCAST-EQ,NELCAST,,-1.000000,1,,NSE,5.000000
368,11602,INDSWFTLTD-EQ,INDSWFTLTD,,-1.000000,1,,NSE,5.000000
369,4299,STERTOOLS-EQ,STERTOOLS,,-1.000000,1,,NSE,5.000000
370,3127,BARBEQUE-EQ,BARBEQUE,,-1.000000,1,,NSE,5.000000
371,2442,NOCIL-EQ,NOCIL,,-1.000000,1,,NSE,5.000000
372,10511,UTINIFTETF-EQ,UTINIFTETF,,-1.000000,1,,NSE,1.000000
373,3339,SUNDARMFIN-EQ,SUNDARMFIN,,-1.000000,1,,NSE,5.000000
374,14068,SAGCEM-EQ,SAGCEM,,-1.000000,1,,NSE,5.000000
375,11782,EVEREADY-EQ,EVEREADY,,-1.000000,1,,NSE,5.000000
376,3329,ISGEC-EQ,ISGEC,,-1.000000,1,,NSE,5.000000
377,11165,COFFEEDAY-EQ,COFFEEDAY,,-1.000000,1,,NSE,5.000000
378,14418,ASTRAL-EQ,ASTRAL,,-1.000000,1,,NSE,5.000000
379,7508,ZENTEC-EQ,ZENTEC,,-1.000000,1,,NSE,5.000000
380,11359,DHANBANK-EQ,DHANBANK,,-1.000000,1,,NSE,5.000000
381,10217,ADANITRANS-EQ,ADANITRANS,,-1.000000,1,,NSE,5.000000
382,14732,DLF-EQ,DLF,,-1.000000,1,,NSE,5.000000
383,3357,SUPERSPIN-EQ,SUPERSPIN,,-1.000000,1,,NSE,5.000000
384,17691,VIJIFIN-EQ,VIJIFIN,,-1.000000,1,,NSE,5.000000
385,513,BOMDYEING-EQ,BOMDYEING,,-1.000000,1,,NSE,5.000000
386,13776,GESHIP-EQ,GESHIP,,-1.000000,1,,NSE,5.000000
387,14435,JKTYRE-EQ,JKTYRE,,-1.000000,1,,NSE,5.000000
388,1053,UFLEX-EQ,UFLEX,,-1.000000,1,,NSE,5.000000
389,15234,AMBIKCO-EQ,AMBIKCO,,-1.000000,1,,NSE,5.000000
390,13560,GRINDWELL-EQ,GRINDWELL,,-1.000000,1,,NSE,5.000000
391,4747,INDNIPPON-EQ,INDNIPPON,,-1.000000,1,,NSE,5.000000
392,25718,POLYMED-EQ,POLYMED,,-1.000000,1,,NSE,5.000000
393,7211,JETFREIGHT-EQ,JETFREIGHT,,-1.000000,1,,NSE,5.000000
394,15194,BURNPUR-EQ,BURNPUR,,-1.000000,1,,NSE,5.000000
395,6232,3IINFOLTD-EQ,3IINFOLTD,,-1.000000,1,,NSE,5.000000
396,11841,KENNAMET-EQ,KENNAMET,,-1.000000,1,,NSE,5.000000
397,17477,CONTROLPR-EQ,CONTROLPR,,-1.000000,1,,NSE,5.000000
398,220,IEX-EQ,IEX,,-1.000000,1,,NSE,5.000000
399,166,ANDHRAPAP-EQ,ANDHRAPAP,,-1.000000,1,,NSE,5.000000
400,11195,INDIGO-EQ,INDIGO,,-1.000000,1,,NSE,5.000000
401,31138,COMPUSOFT-EQ,COMPUSOFT,,-1.000000,1,,NSE,5.000000
402,5732,AXISCETF-EQ,AXISCETF,,-1.000000,1,,NSE,1.000000
403,11241,HDFCGROWTH-EQ,HDFCGROWTH,,-1.000000,1,,NSE,1.000000
404,18321,LGBBROSLTD-EQ,LGBBROSLTD,,-1.000000,1,,NSE,5.000000
405,1997,LICHSGFIN-EQ,LICHSGFIN,,-1.000000,1,,NSE,5.000000
406,8054,KTKBANK-EQ,KTKBANK,,-1.000000,1,,NSE,5.000000
407,3586,MOKSH-EQ,MOKSH,,-1.000000,1,,NSE,5.000000
408,2598,AMJLAND-EQ,AMJLAND,,-1.000000,1,,NSE,5.000000
409,28877,MORARJEE-EQ,MORARJEE,,-1.000000,1,,NSE,5.000000
410,2616,SEAMECLTD-EQ,SEAMECLTD,,-1.000000,1,,NSE,5.000000
411,11236,JSL-EQ,JSL,,-1.000000,1,,NSE,5.000000
412,5306,ICICIFMCG-EQ,ICICIFMCG,,-1.000000,1,,NSE,1.000000
413,25482,TIJARIA-EQ,TIJARIA,,-1.000000,1,,NSE,5.000000
414,3150,SIEMENS-EQ,SIEMENS,,-1.000000,1,,NSE,5.000000
415,781,DALMIASUG-EQ,DALMIASUG,,-1.000000,1,,NSE,5.000000
416,9581,METROPOLIS-EQ,METROPOLIS,,-1.000000,1,,NSE,5.000000
417,27297,RTNINDIA-EQ,RTNINDIA,,-1.000000,1,,NSE,5.000000
418,5378,ASAHIINDIA-EQ,ASAHIINDIA,,-1.000000,1,,NSE,5.000000
419,20092,TASTYBITE-EQ,TASTYBITE,,-1.000000,1,,NSE,5.000000
420,4,21STCENMGM-EQ,21STCENMGM,,-1.000000,1,,NSE,5.000000
421,14977,POWERGRID-EQ,POWERGRID,,-1.000000,1,,NSE,5.000000
422,7929,ZYDUSLIFE-EQ,ZYDUSLIFE,,-1.000000,1,,NSE,5.000000
423,20302,PRESTIGE-EQ,PRESTIGE,,-1.000000,1,,NSE,5.000000
424,2859,RAYMOND-EQ,RAYMOND,,-1.000000,1,,NSE,5.000000
425,18154,HATHWAY-EQ,HATHWAY,,-1.000000,1,,NSE,5.000000
426,20110,GREENPOWER-EQ,GREENPOWER,,-1.000000,1,,NSE,5.000000
427,1512,INDHOTEL-EQ,INDHOTEL,,-1.000000,1,,NSE,5.000000
428,5114,SGIL-EQ,SGIL,,-1.000000,1,,NSE,5.000000
429,20760,RPPINFRA-EQ,RPPINFRA,,-1.000000,1,,NSE,5.000000
430,2277,MRF-EQ,MRF,,-1.000000,1,,NSE,5.000000
431,3396,TAINWALCHM-EQ,TAINWALCHM,,-1.000000,1,,NSE,5.000000
432,4410,JAGSNPHARM-EQ,JAGSNPHARM,,-1.000000,1,,NSE,5.000000
433,20534,GRAVITA-EQ,GRAVITA,,-1.000000,1,,NSE,5.000000
434,24924,ELGIRUBCO-EQ,ELGIRUBCO,,-1.000000,1,,NSE,5.000000
435,6836,FOCUS-EQ,FOCUS,,-1.000000,1,,NSE,5.000000
436,3482,CLSEL-EQ,CLSEL,,-1.000000,1,,NSE,5.000000
437,14889,ASIANTILES-EQ,ASIANTILES,,-1.000000,1,,NSE,5.000000
438,4201,SOMATEX-EQ,SOMATEX,,-1.000000,1,,NSE,5.000000
439,17818,LTI-EQ,LTI,,-1.000000,1,,NSE,5.000000
440,13441,BALPHARMA-EQ,BALPHARMA,,-1.000000,1,,NSE,5.000000
441,11265,TVSELECT-EQ,TVSELECT,,-1.000000,1,,NSE,5.000000
442,1336,HEG-EQ,HEG,,-1.000000,1,,NSE,5.000000
443,193,ARVIND-EQ,ARVIND,,-1.000000,1,,NSE,5.000000
444,3703,VIPIND-EQ,VIPIND,,-1.000000,1,,NSE,5.000000
445,6718,SAPPHIRE-EQ,SAPPHIRE,,-1.000000,1,,NSE,5.000000
446,11149,SHRENIK-EQ,SHRENIK,,-1.000000,1,,NSE,5.000000
447,7074,MAHKTECH-EQ,MAHKTECH,,-1.000000,1,,NSE,1.000000
448,17152,ICICIM150-EQ,ICICIM150,,-1.000000,1,,NSE,1.000000
449,21113,BFINVEST-EQ,BFINVEST,,-1.000000,1,,NSE,5.000000
450,11439,BANKBEES-EQ,BANKBEES,,-1.000000,1,,NSE,1.000000
451,10666,PNB-EQ,PNB,,-1.000000,1,,NSE,5.000000
452,2085,MAHSCOOTER-EQ,MAHSCOOTER,,-1.000000,1,,NSE,5.000000
453,4843,SNOWMAN-EQ,SNOWMAN,,-1.000000,1,,NSE,5.000000
454,17468,MAXVIL-EQ,MAXVIL,,-1.000000,1,,NSE,5.000000
455,15362,VGUARD-EQ,VGUARD,,-1.000000,1,,NSE,5.000000
456,104,SHAREINDIA-EQ,SHAREINDIA,,-1.000000,1,,NSE,5.000000
457,5426,NUVOCO-EQ,NUVOCO,,-1.000000,1,,NSE,5.000000
458,7196,BBETF0432-EQ,BBETF0432,,-1.000000,1,,NSE,1.000000
459,4693,SHYAMMETL-EQ,SHYAMMETL,,-1.000000,1,,NSE,5.000000
460,10276,KAYA-EQ,KAYA,,-1.000000,1,,NSE,5.000000
461,11058,SECURKLOUD-EQ,SECURKLOUD,,-1.000000,1,,NSE,5.000000
462,6858,DHRUV-EQ,DHRUV,,-1.000000,1,,NSE,5.000000
463,11625,EBANK-EQ,EBANK,,-1.000000,1,,NSE,1.000000
464,1270,AMBUJACEM-EQ,AMBUJACEM,,-1.000000,1,,NSE,5.000000
465,25640,IDBIGOLD-EQ,IDBIGOLD,,-1.000000,1,,NSE,5.000000
466,8413,MAM150ETF-EQ,MAM150ETF,,-1.000000,1,,NSE,1.000000
467,10557,NAVKARCORP-EQ,NAVKARCORP,,-1.000000,1,,NSE,5.000000
468,4911,MADRASFERT-EQ,MADRASFERT,,-1.000000,1,,NSE,5.000000
469,881,DRREDDY-EQ,DRREDDY,,-1.000000,1,,NSE,5.000000
470,11593,HDFCSENETF-EQ,HDFCSENETF,,-1.000000,1,,NSE,1.000000
471,11394,ZOTA-EQ,ZOTA,,-1.000000,1,,NSE,5.000000
472,19073,AARVI-EQ,AARVI,,-1.000000,1,,NSE,5.000000
473,11596,LINCOLN-EQ,LINCOLN,,-1.000000,1,,NSE,5.000000
474,936,DPABHUSHAN-EQ,DPABHUSHAN,,-1.000000,1,,NSE,5.000000
475,10940,DIVISLAB-EQ,DIVISLAB,,-1.000000,1,,NSE,5.000000
476,8311,BLUESTARCO-EQ,BLUESTARCO,,-1.000000,1,,NSE,5.000000
477,10300,RAMASTEEL-EQ,RAMASTEEL,,-1.000000,1,,NSE,5.000000
478,19184,SFL-EQ,SFL,,-1.000000,1,,NSE,5.000000
479,19271,DFMFOODS-EQ,DFMFOODS,,-1.000000,1,,NSE,5.000000
480,3570,UCALFUEL-EQ,UCALFUEL,,-1.000000,1,,NSE,5.000000
481,16852,EQUITAS-EQ,EQUITAS,,-1.000000,1,,NSE,5.000000
482,24538,MAITHANALL-EQ,MAITHANALL,,-1.000000,1,,NSE,5.000000
483,4204,MOTHERSON-EQ,MOTHERSON,,-1.000000,1,,NSE,5.000000
484,9937,IBMFNIFTY-EQ,IBMFNIFTY,,-1.000000,1,,NSE,1.000000
485,2939,RUBYMILLS-EQ,RUBYMILLS,,-1.000000,1,,NSE,5.000000
486,11082,LIBAS-EQ,LIBAS,,-1.000000,1,,NSE,5.000000
487,526,BPCL-EQ,BPCL,,-1.000000,1,,NSE,5.000000
488,30089,ORIENTCEM-EQ,ORIENTCEM,,-1.000000,1,,NSE,5.000000
489,23650,MUTHOOTFIN-EQ,MUTHOOTFIN,,-1.000000,1,,NSE,5.000000
490,11773,VISHAL-EQ,VISHAL,,-1.000000,1,,NSE,5.000000
491,19322,HISARMETAL-EQ,HISARMETAL,,-1.000000,1,,NSE,5.000000
492,17333,MHRIL-EQ,MHRIL,,-1.000000,1,,NSE,5.000000
493,13688,GATI-EQ,GATI,,-1.000000,1,,NSE,5.000000
494,13756,SHIVAMAUTO-EQ,SHIVAMAUTO,,-1.000000,1,,NSE,5.000000
495,1621,TATAINVEST-EQ,TATAINVEST,,-1.000000,1,,NSE,5.000000
496,8132,BLBLIMITED-EQ,BLBLIMITED,,-1.000000,1,,NSE,5.000000
497,385,MAHLOG-EQ,MAHLOG,,-1.000000,1,,NSE,5.000000
498,13162,CELEBRITY-EQ,CELEBRITY,,-1.000000,1,,NSE,5.000000
499,1073,FOSECOIND-EQ,FOSECOIND,,-1.000000,1,,NSE,5.000000
500,10661,PONNIERODE-EQ,PONNIERODE,,-1.000000,1,,NSE,5.000000
501,11739,SHRIRAMCIT-EQ,SHRIRAMCIT,,-1.000000,1,,NSE,5.000000
502,17603,MAHEPC-EQ,MAHEPC,,-1.000000,1,,NSE,5.000000
503,16253,EBBETF0430-EQ,EBBETF0430,,-1.000000,1,,NSE,1.000000
504,10999,MARUTI-EQ,MARUTI,,-1.000000,1,,NSE,5.000000
505,5407,CARTRADE-EQ,CARTRADE,,-1.000000,1,,NSE,5.000000
506,21423,MOM100-EQ,MOM100,,-1.000000,1,,NSE,1.000000
507,9288,KRITIKA-EQ,KRITIKA,,-1.000000,1,,NSE,5.000000
508,480,BIRLACORPN-EQ,BIRLACORPN,,-1.000000,1,,NSE,5.000000
509,1515,INDIACEM-EQ,INDIACEM,,-1.000000,1,,NSE,5.000000
510,5622,ITDCEM-EQ,ITDCEM,,-1.000000,1,,NSE,5.000000
511,6545,NYKAA-EQ,NYKAA,,-1.000000,1,,NSE,5.000000
512,7,AARTIIND-EQ,AARTIIND,,-1.000000,1,,NSE,5.000000
513,8529,GMRP&UI-EQ,GMRP&UI,,-1.000000,1,,NSE,5.000000
514,10925,GODREJIND-EQ,GODREJIND,,-1.000000,1,,NSE,5.000000
515,3906,CAPLIPOINT-EQ,CAPLIPOINT,,-1.000000,1,,NSE,5.000000
516,2385,NAVNETEDUL-EQ,NAVNETEDUL,,-1.000000,1,,NSE,5.000000
517,9116,INDOAMIN-EQ,INDOAMIN,,-1.000000,1,,NSE,5.000000
518,14771,TARMAT-EQ,TARMAT,,-1.000000,1,,NSE,5.000000
519,8083,CROWN-EQ,CROWN,,-1.000000,1,,NSE,5.000000
520,140,SRPL-EQ,SRPL,,-1.000000,1,,NSE,5.000000
521,13890,HIRECT-EQ,HIRECT,,-1.000000,1,,NSE,5.000000
522,3987,GREENPLY-EQ,GREENPLY,,-1.000000,1,,NSE,5.000000
523,8585,NLCINDIA-EQ,NLCINDIA,,-1.000000,1,,NSE,5.000000
524,10859,DREAMFOLKS-EQ,DREAMFOLKS,,-1.000000,1,,NSE,5.000000
525,3426,TATAPOWER-EQ,TATAPOWER,,-1.000000,1,,NSE,5.000000
526,11778,GOKEX-EQ,GOKEX,,-1.000000,1,,NSE,5.000000
527,23804,BSLGOLDETF-EQ,BSLGOLDETF,,-1.000000,1,,NSE,1.000000
528,13598,SELAN-EQ,SELAN,,-1.000000,1,,NSE,5.000000
529,2711,PRECOT-EQ,PRECOT,,-1.000000,1,,NSE,5.000000
530,15360,NAHARCAP-EQ,NAHARCAP,,-1.000000,1,,NSE,5.000000
531,11293,UNIENTER-EQ,UNIENTER,,-1.000000,1,,NSE,5.000000
532,6062,LICNETFGSC-EQ,LICNETFGSC,,-1.000000,1,,NSE,1.000000
533,19036,PODDARMENT-EQ,PODDARMENT,,-1.000000,1,,NSE,5.000000
534,6673,FOODSIN-EQ,FOODSIN,,-1.000000,1,,NSE,5.000000
535,7254,MEDPLUS-EQ,MEDPLUS,,-1.000000,1,,NSE,5.000000
536,14485,THEMISMED-EQ,THEMISMED,,-1.000000,1,,NSE,5.000000
537,395,BEML-EQ,BEML,,-1.000000,1,,NSE,5.000000
538,6216,CAMLINFINE-EQ,CAMLINFINE,,-1.000000,1,,NSE,5.000000
539,7982,GRWRHITECH-EQ,GRWRHITECH,,-1.000000,1,,NSE,5.000000
540,16657,ANIKINDS-EQ,ANIKINDS,,-1.000000,1,,NSE,5.000000
541,11794,SAKSOFT-EQ,SAKSOFT,,-1.000000,1,,NSE,5.000000
542,4529,ICICINXT50-EQ,ICICINXT50,,-1.000000,1,,NSE,1.000000
543,19104,ROLLT-EQ,ROLLT,,-1.000000,1,,NSE,5.000000
544,25574,SHAKTIPUMP-EQ,SHAKTIPUMP,,-1.000000,1,,NSE,5.000000
545,11065,NATHBIOGEN-EQ,NATHBIOGEN,,-1.000000,1,,NSE,5.000000
546,342,CAMS-EQ,CAMS,,-1.000000,1,,NSE,5.000000
547,255,NIRAJ-EQ,NIRAJ,,-1.000000,1,,NSE,5.000000
548,14111,NETWORK18-EQ,NETWORK18,,-1.000000,1,,NSE,5.000000
549,1190,FMGOETZE-EQ,FMGOETZE,,-1.000000,1,,NSE,5.000000
550,8510,GATEWAY-EQ,GATEWAY,,-1.000000,1,,NSE,5.000000
551,4920,HINDCON-EQ,HINDCON,,-1.000000,1,,NSE,5.000000
552,6429,RSSOFTWARE-EQ,RSSOFTWARE,,-1.000000,1,,NSE,5.000000
553,11634,SALSTEEL-EQ,SALSTEEL,,-1.000000,1,,NSE,5.000000
554,8882,TNIDETF-EQ,TNIDETF,,-1.000000,1,,NSE,1.000000
555,6863,BAJAJHCARE-EQ,BAJAJHCARE,,-1.000000,1,,NSE,5.000000
556,11256,JAIBALAJI-EQ,JAIBALAJI,,-1.000000,1,,NSE,5.000000
557,6964,GOCOLORS-EQ,GOCOLORS,,-1.000000,1,,NSE,5.000000
558,578,LIKHITHA-EQ,LIKHITHA,,-1.000000,1,,NSE,5.000000
559,3721,TATACOMM-EQ,TATACOMM,,-1.000000,1,,NSE,5.000000
560,9392,LANCER-EQ,LANCER,,-1.000000,1,,NSE,5.000000
561,8727,SHAILY-EQ,SHAILY,,-1.000000,1,,NSE,5.000000
562,5900,AXISBANK-EQ,AXISBANK,,-1.000000,1,,NSE,5.000000
563,6606,DSPNEWETF-EQ,DSPNEWETF,,-1.000000,1,,NSE,1.000000
564,1594,INFY-EQ,INFY,,-1.000000,1,,NSE,5.000000
565,7919,BYKE-EQ,BYKE,,-1.000000,1,,NSE,5.000000
566,4503,MPHASIS-EQ,MPHASIS,,-1.000000,1,,NSE,5.000000
567,4671,JSWISPL-EQ,JSWISPL,,-1.000000,1,,NSE,5.000000
568,18679,HPL-EQ,HPL,,-1.000000,1,,NSE,5.000000
569,7276,UDAICEMENT-EQ,UDAICEMENT,,-1.000000,1,,NSE,5.000000
570,13816,DAAWAT-EQ,DAAWAT,,-1.000000,1,,NSE,5.000000
571,5054,GRINFRA-EQ,GRINFRA,,-1.000000,1,,NSE,5.000000
572,2331,JAYNECOIND-EQ,JAYNECOIND,,-1.000000,1,,NSE,5.000000
573,9756,EMUDHRA-EQ,EMUDHRA,,-1.000000,1,,NSE,5.000000
574,14440,NAHARSPING-EQ,NAHARSPING,,-1.000000,1,,NSE,5.000000
575,10417,DYCL-EQ,DYCL,,-1.000000,1,,NSE,5.000000
576,14450,IBREALEST-EQ,IBREALEST,,-1.000000,1,,NSE,5.000000
577,25492,ONELIFECAP-EQ,ONELIFECAP,,-1.000000,1,,NSE,5.000000
578,13810,GREENPANEL-EQ,GREENPANEL,,-1.000000,1,,NSE,5.000000
579,17635,ZYDUSWELL-EQ,ZYDUSWELL,,-1.000000,1,,NSE,5.000000
580,27008,HEXATRADEX-EQ,HEXATRADEX,,-1.000000,1,,NSE,5.000000
581,5475,GRSE-EQ,GRSE,,-1.000000,1,,NSE,5.000000
582,4684,SONACOMS-EQ,SONACOMS,,-1.000000,1,,NSE,5.000000
583,703,DICIND-EQ,DICIND,,-1.000000,1,,NSE,5.000000
584,17704,QUESS-EQ,QUESS,,-1.000000,1,,NSE,5.000000
585,13421,EMKAY-EQ,EMKAY,,-1.000000,1,,NSE,5.000000
586,1597,INGERRAND-EQ,INGERRAND,,-1.000000,1,,NSE,5.000000
587,24292,VSTTILLERS-EQ,VSTTILLERS,,-1.000000,1,,NSE,5.000000
588,4007,CORALFINAC-EQ,CORALFINAC,,-1.000000,1,,NSE,5.000000
589,1164,NEWGEN-EQ,NEWGEN,,-1.000000,1,,NSE,5.000000
590,13342,VAKRANGEE-EQ,VAKRANGEE,,-1.000000,1,,NSE,5.000000
591,14314,TTL-EQ,TTL,,-1.000000,1,,NSE,5.000000
592,2912,RIIL-EQ,RIIL,,-1.000000,1,,NSE,5.000000
593,3834,BHARATRAS-EQ,BHARATRAS,,-1.000000,1,,NSE,5.000000
594,2259,MOREPENLAB-EQ,MOREPENLAB,,-1.000000,1,,NSE,5.000000
595,13400,BHAGERIA-EQ,BHAGERIA,,-1.000000,1,,NSE,5.000000
596,13072,IIFLSEC-EQ,IIFLSEC,,-1.000000,1,,NSE,5.000000
597,10599,GUJGASLTD-EQ,GUJGASLTD,,-1.000000,1,,NSE,5.000000
598,13585,ATLANTA-EQ,ATLANTA,,-1.000000,1,,NSE,5.000000
599,3363,SUPREMEIND-EQ,SUPREMEIND,,-1.000000,1,,NSE,5.000000
600,3186,SKFINDIA-EQ,SKFINDIA,,-1.000000,1,,NSE,5.000000
601,11452,CCL-EQ,CCL,,-1.000000,1,,NSE,5.000000
602,3291,STARPAPER-EQ,STARPAPER,,-1.000000,1,,NSE,5.000000
603,19235,IMFA-EQ,IMFA,,-1.000000,1,,NSE,5.000000
604,16719,ALMONDZ-EQ,ALMONDZ,,-1.000000,1,,NSE,5.000000
605,17475,ICICINV20-EQ,ICICINV20,,-1.000000,1,,NSE,1.000000
606,29423,MOHITIND-EQ,MOHITIND,,-1.000000,1,,NSE,5.000000
607,10159,ORICONENT-EQ,ORICONENT,,-1.000000,1,,NSE,5.000000
608,3417,HONAUT-EQ,HONAUT,,-1.000000,1,,NSE,5.000000
609,15239,BIRLAMONEY-EQ,BIRLAMONEY,,-1.000000,1,,NSE,5.000000
610,3499,TATASTEEL-EQ,TATASTEEL,,-1.000000,1,,NSE,5.000000
611,6782,NIPPOBATRY-EQ,NIPPOBATRY,,-1.000000,1,,NSE,5.000000
612,16705,GOKUL-EQ,GOKUL,,-1.000000,1,,NSE,5.000000
613,14014,LUMAXTECH-EQ,LUMAXTECH,,-1.000000,1,,NSE,5.000000
614,2397,SANDHAR-EQ,SANDHAR,,-1.000000,1,,NSE,5.000000
615,4745,BANKINDIA-EQ,BANKINDIA,,-1.000000,1,,NSE,5.000000
616,19543,HDFCMFGETF-EQ,HDFCMFGETF,,-1.000000,1,,NSE,1.000000
617,2868,HITECH-EQ,HITECH,,-1.000000,1,,NSE,5.000000
618,21808,SBILIFE-EQ,SBILIFE,,-1.000000,1,,NSE,5.000000
619,2431,RAILTEL-EQ,RAILTEL,,-1.000000,1,,NSE,5.000000
620,477,BIRLACABLE-EQ,BIRLACABLE,,-1.000000,1,,NSE,5.000000
621,14966,CSBBANK-EQ,CSBBANK,,-1.000000,1,,NSE,5.000000
622,25512,FLEXITUFF-EQ,FLEXITUFF,,-1.000000,1,,NSE,5.000000
623,5258,INDUSINDBK-EQ,INDUSINDBK,,-1.000000,1,,NSE,5.000000
624,7413,MANAKCOAT-EQ,MANAKCOAT,,-1.000000,1,,NSE,5.000000
625,940,PGHL-EQ,PGHL,,-1.000000,1,,NSE,5.000000
626,2320,SMCGLOBAL-EQ,SMCGLOBAL,,-1.000000,1,,NSE,5.000000
627,2643,PFIZER-EQ,PFIZER,,-1.000000,1,,NSE,5.000000
628,7603,CMSINFO-EQ,CMSINFO,,-1.000000,1,,NSE,5.000000
629,14908,KDDL-EQ,KDDL,,-1.000000,1,,NSE,5.000000
630,17659,UNIVPHOTO-EQ,UNIVPHOTO,,-1.000000,1,,NSE,5.000000
631,757,CRISIL-EQ,CRISIL,,-1.000000,1,,NSE,5.000000
632,910,EICHERMOT-EQ,EICHERMOT,,-1.000000,1,,NSE,5.000000
633,28899,KITEX-EQ,KITEX,,-1.000000,1,,NSE,5.000000
634,21469,OPTIEMUS-EQ,OPTIEMUS,,-1.000000,1,,NSE,5.000000
635,17105,SUMICHEM-EQ,SUMICHEM,,-1.000000,1,,NSE,5.000000
636,6218,SIKKO-EQ,SIKKO,,-1.000000,1,,NSE,5.000000
637,4934,IPL-EQ,IPL,,-1.000000,1,,NSE,5.000000
638,14058,SANGHVIMOV-EQ,SANGHVIMOV,,-1.000000,1,,NSE,5.000000
639,1663,ATFL-EQ,ATFL,,-1.000000,1,,NSE,5.000000
640,100,AMARAJABAT-EQ,AMARAJABAT,,-1.000000,1,,NSE,5.000000
641,2307,MUNJALSHOW-EQ,MUNJALSHOW,,-1.000000,1,,NSE,5.000000
642,13966,HBLPOWER-EQ,HBLPOWER,,-1.000000,1,,NSE,5.000000
643,10176,SETFNIF50-EQ,SETFNIF50,,-1.000000,1,,NSE,1.000000
644,22602,PFS-EQ,PFS,,-1.000000,1,,NSE,5.000000
645,20560,DOLLAR-EQ,DOLLAR,,-1.000000,1,,NSE,5.000000
646,11441,LICNETFSEN-EQ,LICNETFSEN,,-1.000000,1,,NSE,1.000000
647,13332,SOLARINDS-EQ,SOLARINDS,,-1.000000,1,,NSE,5.000000
648,17397,PREMEXPLN-EQ,PREMEXPLN,,-1.000000,1,,NSE,5.000000
649,11689,SUPRAJIT-EQ,SUPRAJIT,,-1.000000,1,,NSE,5.000000
650,24532,FILATEX-EQ,FILATEX,,-1.000000,1,,NSE,5.000000
